"Keyword Version: 8.5","Revision: 2017-09-22 12:50:06","Timestamp: 2017-11-06 12:37:24","Terms Of Use: http://gcmd.nasa.gov/r/l/TermsOfUse","The most up to date XML representations can be found here: https://gcmdservices.gsfc.nasa.gov/kms/concepts/concept_scheme/sciencekeywords/?format=xml""Case native"
Category,Topic,Term,Variable_Level_1,Variable_Level_2,Variable_Level_3,Detailed_Variable,UUID
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC CHEMISTRY","SULFUR COMPOUNDS","CARBONYL SULFIDE","","","bde65cfd-faec-4656-bc27-22dfe30912b7"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC CHEMISTRY","SULFUR COMPOUNDS","DIMETHYL SULFIDE","","","5d282de9-162a-4aeb-a48d-4569fbbd5205"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC CHEMISTRY","SULFUR COMPOUNDS","SULFATE","","","2ab4134d-1ac7-4421-a7a6-659a542aff4c"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC CHEMISTRY","SULFUR COMPOUNDS","SULFUR DIOXIDE","","","f5717312-c3ca-4492-a166-9f17c6d9b273"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC CHEMISTRY","SULFUR COMPOUNDS","SULFUR OXIDES","","","cc676fb2-cf17-413d-bb00-0b95d231f157"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC CHEMISTRY","SULFUR COMPOUNDS","","","","b80a242d-d5f5-4a5f-976c-6f6fe2ab6b2c"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC CHEMISTRY","TRACE ELEMENTS/TRACE METALS","","","","2d36c283-2fe3-4a08-aeb3-6a8146e79bb3"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC CHEMISTRY","TRACE GASES/TRACE SPECIES","","","","4dd22dc9-1db4-4187-a2b7-f5b76d666055"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC CHEMISTRY","","","","","b9c56939-c624-467d-b196-e56a5b660334"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC ELECTRICITY","ATMOSPHERIC CONDUCTIVITY","","","","12b1cc7c-cb81-4851-9163-19c04a8ffd1c"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC ELECTRICITY","ELECTRIC FIELD","","","","41f27172-14f6-4940-9b7b-f3d4db69e0c6"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC ELECTRICITY","LIGHTNING","","","","637ac172-e624-4ae0-aac4-0d1adcc889a2"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC ELECTRICITY","TOTAL ELECTRON CONTENT","","","","cac28264-0788-49a9-bb6a-c2251b0b325c"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC ELECTRICITY","","","","","0af72e0e-52a5-4695-9eaf-d6fbb7991039"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","ANTICYCLONES/CYCLONES","","","","178694aa-5f0a-4de5-a193-74e323dc6aa9"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","ATMOSPHERIC PRESSURE MEASUREMENTS","","","","9efbc088-ba8c-4c9c-a458-ad6ad63f4188"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","DIFFERENTIAL PRESSURE","","","","5d7e487d-0ec4-40ef-9811-401779c31794"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","GRAVITY WAVE","","","","7e6f7c15-32e7-4b6e-bd35-7bff4bc03caf"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","HYDROSTATIC PRESSURE","","","","a5aa7055-642d-4442-9b4b-76a759e15257"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","OSCILLATIONS","","","","c0656cbc-5d94-4945-bbfd-1c8eabb059b2"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","PLANETARY BOUNDARY LAYER HEIGHT","","","","f51a3caf-c5ec-496a-8dd3-854d9bb994e7"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","PLANETARY/ROSSBY WAVES","","","","6f262b9b-2cb8-4745-ae41-5fff23c72a1e"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","PRESSURE ANOMALIES","","","","011bed30-f5b6-4b46-a7ce-797851f24f24"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","PRESSURE TENDENCY","","","","fa98caa0-54dc-465e-9bde-cdf4da905994"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","PRESSURE THICKNESS","","","","be027470-35ab-4ebb-a213-5f557cca71c8"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","SEA LEVEL PRESSURE","","","","07ce145c-9936-4675-b4a7-8710e39aa391"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","STATIC PRESSURE","","","","622c44b4-e307-4c11-af4d-8104de7086e5"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","SURFACE PRESSURE","","","","b54de5cd-4475-4c7b-acbc-4eb529b9396e"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","TOPOGRAPHIC WAVES","","","","b13a29a1-47a0-4d8b-a017-398b364dc202"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC PRESSURE","","","","","08fd82a1-4370-46a2-82ea-94c0f91498a7"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","ABSORPTION","","","","061f7fd0-67af-42bf-bc9f-5a007c146f65"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","AIRGLOW","","","","bf22e55d-fbff-4eaf-8592-68be24e2bc32"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","ALBEDO","","","","48c16952-b6e0-40cd-b6dd-7cdbf5a443a1"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","ANISOTROPY","","","","31a14270-6275-4155-961f-b78b60ee05f7"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","ATMOSPHERIC EMITTED RADIATION","","","","1ed8ac8d-3a66-4b86-be30-a5b79b3806d2"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","ATMOSPHERIC HEATING","","","","06a24fd2-38b6-4a4a-a0cf-1abf149283e2"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","EMISSIVITY","","","","49c8770a-2eb7-40f1-aab0-9c12d3aed031"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","HEAT FLUX","","","","46a3c823-727d-4c3c-b09d-e3e3fcaa43a5"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","INCOMING SOLAR RADIATION","","","","6b3be650-6625-40b5-9b40-9e7c8a9fd336"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","LONGWAVE RADIATION","","","","68323795-3614-462f-8259-bd5293620799"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","NET RADIATION","","","","50ee8910-449b-46c8-a59b-1cd76d632b44"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","OPTICAL DEPTH/THICKNESS","","","","13723b5d-1945-4e62-8672-4535ffdddb87"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","OUTGOING LONGWAVE RADIATION","","","","006b1ea6-222d-4740-b220-03886d49cd81"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","POLARIZED REFLECTANCE","","","","a87d6473-3a03-4bc6-aa21-6157fae96b8e"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","RADIATIVE FLUX","","","","107582ef-a356-4afa-a9a4-4e1d2200c134"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","RADIATIVE FORCING","","","","4fad64ce-32fe-413d-8b55-c78000d1980c"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","REFLECTANCE","","","","bdfd401f-7eed-4a48-bd6f-f0c2a890594a"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","SCATTERING","","","","ec9e0b6a-1315-4569-93bc-0f1190bb8c08"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","SHORTWAVE RADIATION","","","","a8f5c969-34e9-4284-afb5-ff2113f5f881"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","SOLAR IRRADIANCE","","","","de7647c9-b129-4cba-afe4-63fa9998206e"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","SOLAR RADIATION","","","","a0f3474e-9a54-4a82-97c4-43864b48df4c"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","SUNSHINE","","","","86c95fdb-17b9-4224-a020-b1aacbea00fd"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","TRANSMITTANCE","","","","714be1d7-2012-4a98-bdd5-02bbcadf69d8"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","ULTRAVIOLET RADIATION","","","","90e7fd13-2da2-4ba6-9e0c-dbecdf7c2215"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC RADIATION","","","","","4ad0c52d-6449-48ff-8678-adc6b2cebcb7"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC STABILITY","","","","ff5d5c12-74d9-435d-9164-1c9d69f967d7"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC TEMPERATURE INDICES","COMMON SENSE CLIMATE INDEX","","","1d527151-57b2-49ed-9937-c1756a704ce9"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC TEMPERATURE INDICES","COOLING DEGREE DAYS","","","2590519a-c2bb-448a-b2f3-d10aaa7e057c"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC TEMPERATURE INDICES","FREEZING INDEX","","","2329bf96-d927-4993-95f9-93551d787ad7"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC TEMPERATURE INDICES","GROWING DEGREE DAYS","","","a43f9a02-769d-4343-8790-fa29a0507f44"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC TEMPERATURE INDICES","HEAT INDEX","","","289ca013-0526-49e0-8b87-51513702e8f4"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC TEMPERATURE INDICES","HEATING DEGREE DAYS","","","349b4322-26ff-4b3c-90fb-b3b1afd20755"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC TEMPERATURE INDICES","RESIDENTIAL ENERGY DEMAND TEMPERATURE INDEX","","","37ae8d4e-fe97-43d3-b8ee-a597e4ebfe87"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC TEMPERATURE INDICES","TEMPERATURE CONCENTRATION INDEX","","","1c441454-851f-48e0-abb3-053ae44c0d4e"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC TEMPERATURE INDICES","THAWING INDEX","","","746c49af-3e36-4f0a-b488-e024314d6cfa"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC TEMPERATURE INDICES","WIND CHILL INDEX","","","d50d0685-f42f-4693-9458-eddb9ccf5704"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","ATMOSPHERIC TEMPERATURE INDICES","","","","25d73bcf-c8d4-4c0e-ac98-8f3e98677e73"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","AIR TEMPERATURE","","","f634ab55-de40-4d0b-93bc-691bf5408ccb"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","BOUNDARY LAYER TEMPERATURE","","","e9c3b6ca-a534-4f3e-82de-b8b921e8f312"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","DEICED TEMPERATURE","","","6e923275-f9e3-4faf-8a7f-2c96f3d5a280"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","DEW POINT TEMPERATURE","DEWPOINT DEPRESSION","","a5e36040-cc5e-46d1-aeee-f49902e943b2"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","DEW POINT TEMPERATURE","","","0c28d9e4-c848-4628-9c00-45a540707b59"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","MAXIMUM/MINIMUM TEMPERATURE","24 HOUR MAXIMUM TEMPERATURE","","ce6a6b3a-df4f-4bd7-a931-7ee874ee9efe"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","MAXIMUM/MINIMUM TEMPERATURE","24 HOUR MINIMUM TEMPERATURE","","5c7f35d5-a3ec-4010-b1c3-6e98ac29dc3f"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","MAXIMUM/MINIMUM TEMPERATURE","6 HOUR MAXIMUM TEMPERATURE","","e56bcf72-f331-4545-948f-73fe0193b1bd"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","MAXIMUM/MINIMUM TEMPERATURE","6 HOUR MINIMUM TEMPERATURE","","c9ab66f1-91c6-497a-b8d6-4688160b0e16"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","MAXIMUM/MINIMUM TEMPERATURE","","","5164162a-60eb-4c94-a0f0-2caaa3bb1754"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","POTENTIAL TEMPERATURE","","","7a0bd777-be0d-43c8-80eb-5ac58f4832de"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","SKIN TEMPERATURE","","","25fcdcb7-efd2-4d2f-ba57-92bbcc7ba69a"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","STATIC TEMPERATURE","","","a1588b7d-7307-4543-9908-76d7877c4010"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","TEMPERATURE ANOMALIES","","","7ca345d4-8e15-49ae-98a7-1c387f61ea85"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","TEMPERATURE TENDENCY","","","449ad1fb-8010-43c7-b994-178a049d4cff"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","VIRTUAL TEMPERATURE","","","fd19a3f1-8eeb-49ab-bcaf-e7b4b267d415"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","SURFACE TEMPERATURE","","","","5a7bb095-4d12-4232-bc75-b8e82197cb92"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","BOUNDARY LAYER TEMPERATURE","","","7f94b0e5-edc6-4724-bd84-404896e09afe"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","DEICED TEMPERATURE","","","b3e6afd7-35a6-4cdb-a066-654a17168253"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","DEW POINT TEMPERATURE","DEW POINT DEPRESSION","","86fb8a31-35f6-4d0e-b4b4-f9cecf961a47"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","DEW POINT TEMPERATURE","","","76103e17-59c2-4458-972d-9ff9801e5d32"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","TEMPERATURE ANOMALIES","","","1e76ccc7-2729-4de1-8c01-f295476ebb35"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","VERTICAL PROFILES","DRY ADIABATIC LAPSE RATE","","17ce714a-bd7e-41a2-ab3d-4865832f1f0a"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","VERTICAL PROFILES","ENVIRONMENTAL LAPSE RATE","","050771bb-27a3-4e47-bd1b-724d1d73e20c"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","VERTICAL PROFILES","INVERSION HEIGHT","","4fa883a3-e312-4dbe-870e-3272de4ac76a"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","VERTICAL PROFILES","SATURATED ADIABATIC LAPSE RATE","","65937e73-0cc0-4058-b7dc-12c418ba2ed5"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","VERTICAL PROFILES","","","72304037-ce59-451a-beeb-4258f3db296a"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","VIRTUAL TEMPERATURE","","","3afb06fa-96b7-4bf4-a6b7-b5fa626afc04"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","UPPER AIR TEMPERATURE","","","","926c1b80-6c11-40eb-ae7f-f5bcfdc43fac"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC TEMPERATURE","","","","","35e1f93b-99b3-4430-b477-0ecafa80d67a"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","DEW POINT TEMPERATURE","","","731beb11-9418-40ec-8f2c-c4b320e8231a"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","HUMIDITY","ABSOLUTE HUMIDITY","","6b61a904-b92d-45ee-9061-aa5e61c29dd2"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","HUMIDITY","HUMIDITY MIXING RATIO","","ea308986-ad35-4482-948c-5eb1a01be836"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","HUMIDITY","RELATIVE HUMIDITY","","a249c68f-8249-4285-aad2-020b3c5aefc3"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","HUMIDITY","SATURATION SPECIFIC HUMIDITY","","ba2491a4-2498-4c9f-9adc-123078eef633"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","HUMIDITY","SPECIFIC HUMIDITY","","811391d2-4113-4d52-9c88-47d56afda481"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","HUMIDITY","","","427e5121-a142-41cb-a8e9-a70b7f98eb6a"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","LAYERED PRECIPITABLE WATER","","","871f5bee-ea8d-44c0-8740-9b0153fa6ea4"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","SATURATION VAPOR PRESSURE","","","1a2332d9-fd69-4002-89a5-203d748a4e21"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","TOTAL PRECIPITABLE WATER","","","c3a4eb4a-4619-43cd-b890-b567d01324ea"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","VAPOR PRESSURE","","","433ea253-243d-42e4-bc61-f85eb7a73879"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","WATER VAPOR","","","15029eb0-6342-4066-8ac9-c50f7dbfb392"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICATORS","","","","005d192a-95b9-4fc2-afed-f87da3c3dc33"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICES","HUMIDITY INDEX","","","07826fba-f581-4119-803e-14f3bfc2d14c"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICES","WATER VAPOR TRANSPORT INDEX","","","425486f4-7b04-4b77-af40-563fe6ed4167"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR INDICES","","","","4f58cf68-0d44-424a-88af-65c3edfd0945"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","CONDENSATION","","","d7fbbafe-fc73-4b63-9837-3d53d2370d9d"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","EVAPORATION","","","b68ab978-6db6-49ee-84e2-5f37b461a998"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","EVAPOTRANSPIRATION","EFFECTIVE EVAPOTRANSPIRATION","","f28060e0-1c51-41df-8451-6c98b3e77e8a"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","EVAPOTRANSPIRATION","POTENTIAL EVAPOTRANSPIRATION","","6045993e-a656-40c1-853c-9db1fbb49171"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","EVAPOTRANSPIRATION","","","26fc4850-7ba9-44d8-a156-5c623e17b72f"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","SUBLIMATION","","","d438f0a2-5a88-4d56-8bec-7c5e35249544"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","SUPERSATURATION","","","293cdec2-44b7-488c-ae04-0722f0a9e8b9"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","WATER VAPOR CONVERGENCE","","","5d8b1280-62a6-48f5-a9f6-ed18023e3481"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","WATER VAPOR DIVERGENCE","","","957240ee-7ad8-4c62-9fd7-364371d247d7"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","WATER VAPOR FLUX","","","32a88fee-dfa9-4ef8-ab6d-cbc18426da53"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","WATER VAPOR TENDENCY","","","5cd8b242-ac18-4d9f-85d5-eb551792d7e9"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROCESSES","","","","3c4fe00c-6fb1-403e-a053-3a0174a6dfe6"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROFILES","VERTICALLY RESOLVED BACKSCATTER LIGHT","","","1b9a1873-c02f-4b6c-906e-5da8833354d4"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROFILES","WATER VAPOR CONCENTRATION PROFILES","","","04c30b59-88ea-4311-8353-8896d4eba83f"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROFILES","WATER VAPOR MIXING RATIO PROFILES","","","9fccc013-4a58-438a-b1e4-cd625aeb8204"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","WATER VAPOR PROFILES","","","","acc824e7-8eea-4e7d-aa3d-757cda7e6ec9"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WATER VAPOR","","","","","286d2ae0-9d86-4ef0-a2b4-014843a98532"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","DUST DEVILS","","","72c180e6-b3f3-4f9a-8d04-23f0b10735af"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","LAND BREEZES","","","31fe9edf-ec85-446f-a476-4bd24ee59ae2"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","MICROBURSTS","","","b73a2e6a-7a8b-443e-98f4-5a77f3a9691c"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","OROGRAPHIC WINDS","ANABATIC WINDS","","5f55961d-45b8-4330-8eee-0b9a9eb4f309"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","OROGRAPHIC WINDS","BORA WINDS","","2cf573dd-0ed7-4455-a233-5987b5a8b52a"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","OROGRAPHIC WINDS","FOEHN WINDS","","c19501d9-bd86-4611-bd30-6a34dc763a35"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","OROGRAPHIC WINDS","KATABATIC WINDS","","d7d48399-62ac-4eca-9c09-14b9094a9444"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","OROGRAPHIC WINDS","MOUNTAIN BREEZES","","6520897f-c6b6-432e-b7d5-e99b33e6932e"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","OROGRAPHIC WINDS","VALLEY BREEZES","","4d005bfc-597b-4a99-971f-21d3d44b7b91"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","OROGRAPHIC WINDS","","","a1df1d50-dd2b-4944-bda5-0cf1127e2f49"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","SEA BREEZES","","","9cb8f1a4-5d2b-40d1-a7c3-c608bbe20a0b"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","LOCAL WINDS","","","","1488b98d-6497-48b9-88db-6ee82a2e3ed3"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","SURFACE WINDS","STORM RELATIVE WINDS","","","185b86e2-af35-42b2-b20d-f9ca6fdab493"
"EARTH SCIENCE","ATMOSPHERE","ATMOSPHERIC WINDS","SURFACE WINDS","U/V WIND COMPONENTS","","","1e9bb112-5dc0-47a5-8c8a-b9cb07ece7c5"
